,sentence,valence,arousal
27649,그러면 추석때도 세배하고 세뱃돈 받으면 안돼?,-1.0,-1.0
27650,"추석 때 하는 건 세배가 아니라, 세뱃돈을 못 주지?",-1.0,-1.0
27652,"그게 아니라, 할머니, 밥 왜 치우냐고.",-1.0,-1.0
27653,우리 엄마 아직 안 먹었는데 왜 할머니 상 치워?,-1.0,-1.0
27654,응? 아직 너희 엄마 밥 다 안 먹었니?,-1.0,-1.0
27656,나는 외할머니하고 친할머니 있어요.             외할머니는 우리 엄마네 할머니고요. 친할머니는 우리 아빠네 할머니에요.             그럼 할머니는 누구에요?,0.0,-1.0
27657, 전주 와 봤어? 여행으로 왔었어?,0.0,1.0
27658,헤엑! 우리 외할머니한테 동생이 있었어요? 나는 몰랐는데.,-1.0,-1.0
27660,요한이는 또 먹을 거 뭐 좋아해?,1.0,1.0
27662,맞아. 그게 할아버지였어. 할아버지가 친구를 부축해서 병원에 온거야.,1.0,1.0
27666, 할머니! 나는 왜 엄마 아빠가 없어?,-1.0,-1.0
27668,할머니는 맨날 미안하다는 말만 해!,-1.0,-1.0
27669,그럼 우리 엄마 아빠는 어딨는데? 나도 엄마 아빠랑 살래. 엄마 아빠 데려와.,-1.0,-1.0
27670, 할머니가 미안해. 그건 할머니가 해줄 수가 없어.,-1.0,0.0
27671,엄마 아빠 없는 사람이 어딨어. 다 엄마 아빠가 있지.,-1.0,-1.0
27672,할머니. 할머니한테서는 냄새가 나.,1.0,1.0
27673,아니야 나는 할머니 냄새 좋은데?,1.0,1.0
27676,어이 큰일 날 소리를. 남자가 남자답게 생겨야지. 재진이는 계속 아빠 닮을거야.,-1.0,-1.0
27677,근데 할머니. 얼굴은 계속 변한대요.              우리 이모도 옛날에는 외할머니랑 똑같이 생겼었는데              지금은 외할아버지랑 똑같이 생겼어요.,-1.0,-1.0
27678,근데 눈은 엄마랑 똑같이 생겼어요.,1.0,1.0
27679,눈은 엄마 닮았다고 그러는데? 아빠는 눈 작잖아요.              엄마는 눈 크고. 저도 눈 큰데요.,-1.0,-1.0
27680,우리 강아지. 아빠 닮아서 참 다행이야.,1.0,1.0
27681,"아닌데, 난 눈은 엄마 닮았는데.",-1.0,-1.0
27683, 쩌어기 가면은 편의점 있어요. 가서 물 사 드세요.,0.0,-1.0
27684,아니요. 우리 엄마 일하는데요? 집에 가면 저하고 포포 밖에 없어요.,-1.0,-1.0
27685, 할머니 물 사먹을 돈도 없어요?             그러면 내가 물 사먹을 돈 빌려드릴까요?              아까 전에 아이스크림 사 먹으려고 아껴둔건데.,-1.0,-1.0
27686, 아니요! 안돼요. 포포는 낯선 사람 보면 짖어요.,-1.0,-1.0
27688,그래? 할머니가 혹시 포포 구경하러 가도 돼?,1.0,1.0
27690,그걸 그냥 꿀꺽 삼켰어요? 왜 안 뱉으셨어요?,-1.0,-1.0
27691,쌤 혹시 송충이 털도 뽑아 봤어요?,-1.0,-1.0
27694,저기 이거 과자하고 음료수 다 합해서 얼마에요?,1.0,1.0
27697,근데 엄마는 어른이잖아. 어른인데도 아직 엄마를 무서워 해?,-1.0,-1.0
27698,어른 되면 엄마 안 무서울 줄 알았는데.,-1.0,-1.0
27699,엄마가 단 거 먹으면 안 된다고 그랬는데. 엄마 화나면 진짜 무서운데.,-1.0,-1.0
27700,그럼 나도 나중에 다 커서 엄마 무서워 해?,-1.0,-1.0
27701,응 진짜 무서워. 특히 하지 말라는 거 했을 때 표정이 악마같이 변해.,-1.0,-1.0
27702,정우 엄마한테 꿈쩍도 못하지? 엄마 무섭고?,1.0,1.0
27704,"꼭 그런 건 아닌데, 그럴 확률이 높지.",-1.0,-1.0
27705,이렇게 할머니처럼 허리 아파져요?,-1.0,-1.0
27706,할머니 병원 가보셔야 되는 거 아니에요?,-1.0,-1.0
27707,저번에도 사 놓고 안 먹었잖아. 안돼.,-1.0,-1.0
27710,"그래도 집에 있으면 원할 때 아무 때나 먹을 수 있잖아. 그리고 나는 지난 번에 먹고 싶었는데, 엄마가 홀라당 먹어버렸잖아.",-1.0,-1.0
27711, 아니에요! 제가 찾을게요! 앉아 계세요!,-1.0,-1.0
27712,할머니도 몰라요? 아 과자 먹고 싶은데.,-1.0,-1.0
27713,할머니 하나도 안 힘든데? 슈퍼 갈까?,1.0,0.0
27716,"아까 어디다 놨는데, 어딨지?",-1.0,-1.0
27717,아아 안되는데! 쓸 게 없는데!! 집에서 논 건 어제도 썼는데에,-1.0,-1.0
27718,아니~ 그것도 집에서 논 거잖아. 아! 도움이 안 된다 할머니!  ,-1.0,-1.0
27719,그런 거 말고~ 어제 어디 갔었지?,-1.0,-1.0
27722,배도 안 고픈데 무슨 저녁이야.,-1.0,-1.0
27723,아이 참 성가시네. 그럼 물 올려 놔. 끓여줄게.,-1.0,-1.0
27724,너희 엄마한테 말해. 할머니도 오기 싫으니까.,-1.0,-1.0
27725, 나는 배고픈데…? 그럼 저녁 안 먹어요?,-1.0,-1.0
27726,그것도 모르니?  나중에 밥은 해먹고 살겠니. 	 엄마가 뭐 가르쳐 주긴 했니?,-1.0,-1.0
27727,"엄마 올 때, 가게 다 닫지! 배고파 죽겠는데! 몰라 라면 먹을 거야!",-1.0,-1.0
27730, 왜 배고픈 거 가지고 뭐라고 해. 할머니 나빠.,-1.0,-1.0
27731,집에 먹을 게 아-무 것도 없어. 너네 엄마한테 뭣 좀 사오라고 해.,-1.0,-1.0
27732,"할머니, 할머니 왜 맨날 여깄어요? 집 없어요?",0.0,-1.0
27733,저 쪽 아파트요? 어? 저기 우리집인데?,-1.0,-1.0
27734,에 안돼요. 아빠 출근해야 되는데.   나 이제 갈게요. 안녕히 계세요.,-1.0,-1.0
27735,"우리 집이요? 에이, 뭐에요. 우리 집은 방 없어요.",-1.0,-1.0
27736,진짜요? 여기서 어떻게 살아요? 잠은 어떻게 자요?,-1.0,-1.0
27739, 어? 진짜 우리집으로  가는 거에요?,-1.0,-1.0
27740,"네. 엄마 없는데, 내가 우유를 쏟아서요, 엄마 오기 전에 말려야 돼요",-1.0,-1.0
27741,"베란다 철봉에? 아유, 그럼 가방 밑으로 떨어져. 위험해. 엄마 안 계시니?",-1.0,-1.0
27742,"그럼, 할머니가 엄마 오기 전에 다 말려줄게.",0.0,1.0
27743,"아니, 어, 베란다 회색 철봉에다가 걸어놨는데, 거기로 내렸어요.",-1.0,-1.0
27745,비?  할머니가 산신령도 아니고 어떻게 비를 뿌리니~,-1.0,-1.0
27746,"잠깐만 기달려 봐라, 할머니 핸드폰 가져올게. 거기 계산기 있다고?",-1.0,-1.0
27747,할머니 천재 아니야. 그거 하나 했다고 머리 아프네.,-1.0,-1.0
27748,아 할머니 빨리! 할머니 핸드폰 있어? 계산기 쓰자.,-1.0,-1.0
27749,"몇 개까지 했드라. 사천 원,	 사천 팔백 원, 오천..육백 원, 육천..사백 원,",-1.0,-1.0
27750, 할머니 8곱하기 9가 뭐야?,-1.0,-1.0
27751,할머니 구 곱하기 칠은 뭐야?,0.0,-1.0
27752,"아고, 아가. 칠십 이라고 써야지. 칠십 이.",-1.0,-1.0
27754,쓰레기 줍는 거야. 누가 자꾸 버리는 건지.             너는 여기저기 쓰레기 버리면 안 된다 아가야.,-1.0,-1.0
27755,쓰레기는 자기 자리가 있어. 쓰레기통에 넣어줘야지.,0.0,-1.0
27756,할머니 선생님 같애? 할머니 젊었을 때 공장에서 애기들 봐주고 그랬어.,1.0,1.0
27757,"떽. 아저씨가 쓰레기 치우는 사람이 아니야.  아저씨도 사람인데, 기분 좋겠어. 아가는 집에 쓰레기 있으면 기분 좋아요 안좋아요.",-1.0,-1.0
27761,엄마한테 승질머리 좀 고치라고 해. 누구 닮아서 그 나이 먹도록 그 모양인지.,-1.0,-1.0
27762,"어른들인데 왜 자꾸 싸워요, 엄마가 애들이나 싸우는 거랬는데.",-1.0,-1.0
27763,"엄마, 할머니 안 닮았어. 지 아빠 쏙 닮았지.",-1.0,-1.0
27764,"이 놈의 자식이. 맨날 밥 주고 씻겨주고 하는 게 할민데, 엄마 편 들거야?",-1.0,-1.0
27766,엄마가 그래? 말은 잘한다 너네 엄마가.,-1.0,-1.0
27767,아니야. 엄마가 할머니랑 똑같댔어.,0.0,-1.0
27769,안돼. 이미 많이 했잖아. 너 엄마 알면 또 혼난다?,-1.0,-1.0
27770,이게 안 보여? 너 안경 써야 되는 거 아니냐?	 니네 엄마 또 난리 나겠네. ,-1.0,-1.0
27771,"아이고, 그 놈에 게 뭐가 재밌다고 그렇게 난리야.	  그리고 그렇게 가까이서 하면 	 눈 다 배려! 떨어져서 해.",-1.0,-1.0
27772,아까도 5분 더 한다고 해서 할머니가 10분 줬지~~? 이제 그만!	 엄마랑 컴퓨터 게임 조금만 한다고 약속했잖아?,-1.0,-1.0
27773,할머니랑 30분만 하기로 약속했지? 지금 몇 시야?,-1.0,-1.0
27774,"몰라, 나 시계 못 읽어. 할머니 딱 5분만, 응?",-1.0,-1.0
27776," 손자 명줄 안 줄일라면, 할머니 오래 살아야겠네.",1.0,1.0
27777,"마법 밴드, 나중에 태주 아플 때 써. 할머니는 호랑이 연고나 찾아봐야겠다.	  아이고야.",-1.0,-1.0
27781," 아이고오.  태주야, 할머니 괜찮아. 안 만져도 돼.",-1.0,-1.0
27784, 할머니 무서워. 재미 없어요. 그만해요.   이거 꿈인가?,-1.0,-1.0
27788,저요… 할머니 왜 그래요.  할머니가 그저께 아이스크림 사 줬잖아요.,-1.0,-1.0
27789,할머니 왜 그래요. 장난치는 거죠? 재미 없어요~,-1.0,-1.0
27791,아이스크림? 나 아이스크림 없어.,-1.0,-1.0
27793,이 놈의 시키가. 말을 어디다 다 잘라 먹었나!	 할머니한테 말할 땐 ‘주세요’ 해야지.,-1.0,-1.0
27794,이 놈이! 학교가서도 선생님한테 반말 찍찍 할 거야?	 어른한테 반말 하는 건 싸가지가 없는 거야!,-1.0,-1.0
27795,아아 이게 왜 중요한데. 빨리 물 좀 까 달라고.,-1.0,-1.0
27796,"아휴, 하나부터 열까지 다시 다 가르쳐야 되는구만.",-1.0,-1.0
27797,뭐라고 해야 되는 건데. 까줘 주세요? 까줘 보세요?,-1.0,-1.0
27799, 알았어어! 까 주세요. 나 목말라 빨리이.,-1.0,-1.0
27800,‘까 주세요’라고 해야지 요놈아. 니네 엄마 아빠가 존댓말 안 가르치든?,-1.0,-1.0
27802,"할머니이, 시골 안 가면 안돼?",-1.0,-1.0
27803," 그래? 민규, 할머니가 제일 좋아?",1.0,1.0
27804,"그럼, 민규 할머니랑 같이 시골 갈까?",1.0,1.0
27806,응 할머니가 제일 좋아. 할머니랑 계속 살을래.,0.0,0.0
27807,아앙. 가지 마. 우리 집에서 계속 살자.,-1.0,-1.0
27808,칫솔에 물이 하나도 안 묻어 있는데  무슨 양치질을 했다는 거야. 할머니한테 거짓말 할 거야?,-1.0,-1.0
27809,"너 이렇게 거짓말하면 병균이 괘씸해서 더 많이 갉아 먹는거야.	 정현이 이빨은 거짓말하는 이빨이니까, 더 빨리 먹어야지 하면서.",-1.0,-1.0
27810,"병균도 다 살아있는 애들이라니까?	 걔네도 설 자리 누울 자리 다 알아보고, 자리 피는 거야.	 정현이 이빨은 이제 병균 천지 되겠네.",-1.0,-1.0
27811,믿지 말어라. 할머니는 이제 치과 갈 준비 해야 되겄다.,-1.0,-1.0
27812,싫어. 치과 안 갈 거야. 양치 했어어 했어!,-1.0,-1.0
27813,거짓말! 무슨 병균이 말을 해!,-1.0,-1.0
27814,"아니야, 했어. 양치질하고 먹은 거야 쪼꼴렛.",-1.0,-1.0
27817,"아이고, 공룡 시대에 태어났어야 했는데. 왜 지금 태어나서 할머니를 힘들게 하냐.	 조용히 좀 해!",-1.0,-1.0
27818,공룡도 아파트에서 살았으면 조심히 걸었을 거야.,-1.0,-1.0
27819,내가 다 이길 수 있어! 아줌마 오면 내가 다 물리쳐줄게!,1.0,1.0
27820,아니야! 민국이 아가 아니야!,-1.0,-1.0
27821,엄마는 저녁 때 오시지. 근데 우리 민규 감기 걸렸는가? 왜 자꾸 기침을 하지.,-1.0,-1.0
27822,그래도 건강해질려면 병원에 가야지.,-1.0,-1.0
27823, 열은 없는데…. 콧물은 안 나고?,-1.0,-1.0
27824,모르겠어요. 아까부터 자꾸 기침 나요.,-1.0,-1.0
27830,공이 바닥에 이렇게 튕기니까. 소리가 나잖아.,-1.0,-1.0
27831,치. 그래도 나는 공놀이 하고 싶은데.,-1.0,-1.0
27833,밑에 층 사람들이 시끄럽잖아.,-1.0,-1.0
27835,그럼 공부 열심히 해야 가수될 수 있어!,0.0,1.0
27836,네. 선생님이 가수 해도 되겠다고 하셨어요.,1.0,1.0
27840,저녁 때 된장찌개랑 밥이랑 나물이랑 해서 먹어야지.,0.0,-1.0
27847,할머니 그냥 머리가 좀 콕콕 쑤신다.,-1.0,-1.0
27848,그렇구나. 나는 맨날맨날 졸린데.,0.0,-1.0
27853,운동화 맨 밑에 있는거. 바닥에 닿는 면.,-1.0,-1.0
27854,아. 저는 이 신발이 좋은데.,-1.0,-1.0
27855,그럼 저 분홍색 신발 사고 싶어요.,1.0,0.0
27856,그럼. 너는 딱 봐도 아빠처럼 클거야.,1.0,1.0
27858, 맞아요. 코는 아빠 닮았다고 했어요.,-1.0,-1.0
27860,한 번에 두 명이나 사귄다고?,-1.0,-1.0
27864,그래 그럼 할머니는 메밀전병을 해다오.,1.0,0.0
27866,그래. 그럼 나중에 할머니한테도 맛있는 거 해주겠네.,1.0,1.0
27868,네. 동물원에 사자도 있고 호랑이도 있고 침팬지도 있고,1.0,1.0
27870, 할머니는 짐승 싫어한다. 엄마랑 다녀와.,-1.0,-1.0
27871,코끼리도 있었는데 엄청 컸어요.,1.0,1.0
27873,나랑 자서 애들이 마음 접었다고?,-1.0,-1.0
27874,형이랑 희진이랑 자지 않았어?,0.0,-1.0
27876,잤지. 근데 그게 언제적 일이냐. 그리고 걔랑 나랑 사귄 것도 아니고 그냥 하루 잔건데.,-1.0,-1.0
27877,아니 그냥 생각나서. 걔가 우리 대학 때 최고 잘 나갔잖아. 애들 다 걔 좋아했는데 형이랑 잤다길래 다들 마음 접었지.,-1.0,-1.0
27878,응 형이랑 잤다 길래 형이랑 사귀는 줄 알았지.,-1.0,-1.0
27880, 아니 내가 걔를 뭘 좋아해. 무슨 말도 안 되는 소리를 하고 있어.,-1.0,-1.0
27882,그래? 아니면 말고. 왜 그렇게 흥분하냐?,-1.0,-1.0
27883,형 인생 너무 쓰레기처럼 살아서 그래. 아무하고나 막 자고.,-1.0,-1.0
27885,회사가 인생에 전부는 아니니까. 다른 것들도 있잖아. 지금 직장 힘들게 들어간거고. 조금만 더 고민해봐.,-1.0,-1.0
27886,이미 충분히 고민한 것 같아. 이건 아닌 것 같애.,-1.0,-1.0
27887,그냥 과장님이나 부장님 그런 사람들 보면 삶에 의욕이 없어 보여. 그냥 시키는거 하고. 까라면 까고.,-1.0,-1.0
27889,야근도 많고. 내가 생각했던 게 이런게 아닌데 그냥 부품이 된 것 같아. 회사에서 시키는 것만 하고 뭔가 만들 수가 없어.,-1.0,-1.0
27891,너 무슨 사춘기냐? 갑자기 무슨 바람이 들어서 그래.,-1.0,-1.0
27892,그게 문제가 아니라 더 많이 보고 싶어.,-1.0,-1.0
27894,무슨 말이야 그게. 이삼 년이나?,-1.0,-1.0
27895,고마워 형. 그렇게 말해줘서. 진짜 힘이 된다.,1.0,0.0
27896,알겠어. 필요한 자금은 모았어?,-1.0,-1.0
27897,그래. 다녀와. 일은 언제까지 하려고?,0.0,-1.0
27898,아직도 다 못했어? 왜 무슨 일이야? 그거 내일까지야 임마.,-1.0,-1.0
27899,할 일이 너무 많은데 채점까지 우리한테 시키니까. 그게 본업도 아니고 한가한 것도 아닌데. 오늘 해야죠 뭐.,-1.0,-1.0
27900,너 대형 강의 배정 받았구나. 안 하고 그냥 포기할 만하네.,-1.0,-1.0
27901,너 너무 많으면 내가 도와줄까?,0.0,-1.0
27902,그죠.. 대체 그걸 언제 다 끝내요 진짜.,-1.0,-1.0
27903,이게 어떻게 고딩 얼굴이에요. 아 이번에 주시면 다음에 꼭 신분증 가지고 올게요.,-1.0,-1.0
27904,"죄송합니다. 신분증 없으면 술, 담배는 판매 못 합니다.",-1.0,-1.0
27907, 저 얼굴 한 번 보세요. 이게 미성년자 얼굴인지.,-1.0,-1.0
27908,그래서 이 근처에서 먹고 싶은 거 있어?,0.0,-1.0
27909,찹살탕수육 몰라? 형 지금 언젠데 꿔버로우를 몰라? 안 먹어봤어?,-1.0,-1.0
27910,이 근처? 어디까지가 이 근처인데? 지하철 닿으면 다 이 근처인가?,-1.0,-1.0
27911,그럼 오랜만에 빼갈 한 잔 하러 갈까?,1.0,1.0
27912,그렇게 얘기하면 내가 어떻게 알아. 여기 20분 거리에 뭐가 있는지 하나도 몰라 나는.,-1.0,-1.0
27914,그래 진짜 오랜만이다 야. 우와 이거 얼마만이야. 너 제대는 했어?,-1.0,-1.0
27915,굳이 다른 사람들 하는 거 따라하고 싶지는 않아요.,-1.0,-1.0
27917,네 알겠습니다. 미리 말씀 못 드려서 죄송합니다. 다음에는 꼭 먼저 말씀 드릴게요.,-1.0,-1.0
27918,그니까 기념일이고 뭐고 미리 나한테 말을 했어야지,-1.0,-1.0
27919,지금 몇 시지?  아 여섯시 반. 그래 가봐.,-1.0,-1.0
27921,네? 과장님이랑 부장님 왜요?,-1.0,-1.0
27922,그리고 다음부터는 일 끝나고 왠만하면 약속 잡지 말고.,-1.0,-1.0
27923,저 이제 한 달 남았어요. 이번에 안 되면 또 고시원 가야돼요. 사실은 이번에 또 떨어지면 그냥 공무원 포기 할래요.,-1.0,-1.0
27924,저 한 3년정도는 됐죠. 이제 끝내고 싶습니다.,-1.0,-1.0
27925,오래 공부하기는 했다. 나도 오래 했는데. 이제 그만하고 싶다.,-1.0,-1.0
27931,그럼 새로운 사람 만난지 한 달 된거야?,-1.0,-1.0
27932,"무슨 일 있었던 건 아니고. 워낙 오래 만나서 서로에 대해 잘 알았는데, 이게 사랑이 그냥 무슨 너무 가족처럼 되어 버리니까 진주가 여자로 안 보이더라.",-1.0,-1.0
27934,여자측 부모님이 그걸 원해서.,0.0,-1.0
27935,미쳤어. 피임 제대로 해야지. 근데 그 사람이 어떤 사람인지는 알아? 아무리 임신 했다지만… 너무 성급하게 결혼하는 거 아니야?,-1.0,-1.0
27936,나도 그렇다고 생각하긴 하는데. 그 친구가 임신을 했어.,-1.0,-1.0
27938,대리님 재채기 하실 때 제발 손으로 가리고 해주세요. 저한테 너무 튀어서요.,-1.0,-1.0
27939,일부러 그러시는 거 아니면 왜 그러세요. 제가 어려운 부탁 드리는 거 아니잖아요.,-1.0,-1.0
27940,아니에요. 앞으로 조금만 부탁드려요. 가려주세요.,-1.0,-1.0
27941,대리님 혹시 일부러 그러시는거에요?,-1.0,-1.0
27943,너 해미랑 사귀는거 그 사람도 알아?,-1.0,-1.0
27947,솔직히 이번 무대가 진짜 너무 이상했어요.,-1.0,-1.0
